CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName
117,558,11116,NULL,Clinton,E,Carlson,0,1962-10-07,M,NULL,M,clinton14@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7943 Cunha Ct.,NULL,1 (11) 500 555-0184,2003-09-16,Person,NULL
118,509,11117,NULL,April,NULL,Deng,0,1961-02-21,M,NULL,F,april1@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,485 Ash Lane,NULL,1 (11) 500 555-0182,2001-11-06,Person,NULL
119,648,11118,NULL,Alvin,M,Zeng,0,1957-07-03,S,NULL,M,alvin21@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,2004-01-11,Person,NULL
120,534,11119,NULL,Evan,V,James,0,1935-04-10,S,NULL,M,evan8@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,4157 Sierra Ridge,NULL,1 (11) 500 555-0187,2003-08-07,Person,NULL
121,558,11120,NULL,Beth,H,Jiménez,0,1936-08-09,S,NULL,F,beth8@adventure-works.com,40000.00,2,0,Bachelors,Management,1,1,7401 Las Palmas,NULL,1 (11) 500 555-0164,2001-11-14,Person,NULL
122,518,11121,NULL,Orlando,NULL,Suarez,0,1960-11-18,M,NULL,M,orlando19@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,7743 Hames Dr,NULL,1 (11) 500 555-0198,2003-12-26,Person,NULL
123,669,11122,NULL,Byron,NULL,Vazquez,0,1960-04-02,M,NULL,M,byron9@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,3187 Hackamore Lane,NULL,1 (11) 500 555-0136,2003-08-25,Person,NULL
124,699,11123,NULL,Philip,A,Alvarez,0,1960-06-20,M,NULL,M,philip4@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,2775 Mt. Olivet Pl.,NULL,1 (11) 500 555-0191,2003-10-19,Person,NULL
125,568,11124,NULL,Ross,F,Jordan,0,1957-07-27,S,NULL,M,ross1@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,1,1,6973 Dublin Court,NULL,1 (11) 500 555-0126,2001-11-05,Person,NULL
126,692,11125,NULL,Dana,J,Navarro,0,1956-04-08,S,NULL,F,dana2@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,8481 Zartop Street,NULL,1 (11) 500 555-0172,2003-08-04,Person,NULL
127,519,11126,NULL,Shaun,NULL,Carson,0,1949-04-07,M,NULL,M,shaun16@adventure-works.com,10000.00,2,1,High School,Skilled Manual,0,2,57 Wolf Way,NULL,1 (11) 500 555-0155,2001-11-28,Person,NULL
128,690,11127,NULL,Jan,NULL,Edwards,0,1975-10-21,M,NULL,F,jan11@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,9409 The Alameda,NULL,111-555-0118,2003-10-12,Person,NULL
129,678,11128,NULL,Samantha,NULL,Long,0,1975-12-05,M,NULL,F,samantha35@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,1606 Alderwood Lane,NULL,175-555-0139,2003-12-21,Person,NULL
130,694,11129,NULL,Julia,M,Wright,0,1975-08-05,S,NULL,F,julia17@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,7397 Central Blvd.,NULL,456-555-0174,2002-02-06,Person,NULL
131,500,11130,NULL,Caroline,L,Russell,0,1980-01-06,M,NULL,F,caroline21@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,3884 Bates Court,NULL,424-555-0137,2004-06-11,Person,NULL
132,490,11131,NULL,Amanda,NULL,Rivera,0,1980-03-12,M,NULL,F,amanda7@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,9573 Royal Oak Rd.,NULL,918-555-0126,2004-04-20,Person,NULL
133,647,11132,NULL,Melissa,E,Richardson,0,1980-10-26,S,NULL,F,melissa31@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,6832 Fruitwood Dr,NULL,928-555-0118,2003-10-11,Person,NULL
134,644,11133,NULL,Angela,NULL,Griffin,0,1980-09-08,S,NULL,F,angela23@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,3828 Baltic Sea Ct,NULL,598-555-0174,2004-07-02,Person,NULL
135,531,11134,NULL,Larry,D,Townsend,0,1946-02-26,S,NULL,M,larry14@adventure-works.com,10000.00,5,0,High School,Skilled Manual,1,2,7034 Carson,NULL,1 (11) 500 555-0130,2001-11-03,Person,NULL
136,445,11135,NULL,Marcus,L,Harris,0,1979-11-03,S,NULL,M,marcus14@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,9068 Quiet Place Drive,NULL,442-555-0119,2003-10-20,Person,NULL
137,511,11136,NULL,Brianna,D,Morgan,0,1978-10-26,S,NULL,F,brianna30@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,9005 Eagle Ct.,NULL,954-555-0117,2003-07-07,Person,NULL
138,551,11137,NULL,Jasmine,A,Taylor,0,1978-07-20,M,NULL,F,jasmine7@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,2457 Matterhorn Court,NULL,557-555-0146,2004-02-01,Person,NULL
139,633,11138,NULL,Lauren,NULL,Davis,0,1978-09-15,M,NULL,F,lauren23@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,8105 Pembrook Court,NULL,832-555-0121,2004-03-22,Person,NULL
140,613,11139,NULL,Tanya,NULL,Moreno,0,1938-11-09,S,NULL,F,tanya2@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,6155 Wilbur Drive,NULL,1 (11) 500 555-0185,2004-03-17,Person,NULL
141,443,11140,NULL,Javier,L,Alvarez,0,1977-02-11,S,NULL,M,javier1@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,8935 Etcheverry Dr.,NULL,763-555-0134,2003-09-20,Person,NULL
142,472,11141,NULL,Nicole,NULL,Ramirez,0,1977-06-21,M,NULL,F,nicole42@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,1101 C Street,NULL,152-555-0162,2003-11-17,Person,NULL
143,647,11142,NULL,Eduardo,NULL,Patterson,0,1977-08-14,S,NULL,M,eduardo55@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,6255 Macalvey Dr.,NULL,190-555-0184,2003-08-17,Person,NULL
144,645,11143,NULL,Jonathan,M,Henderson,0,1977-02-04,M,NULL,M,jonathan4@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,165 East Lane Road,NULL,149-555-0113,2003-12-17,Person,NULL
145,577,11144,NULL,Edward,NULL,Hernandez,0,1979-09-09,S,NULL,M,edward48@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,7607 Pine Hollow Road,NULL,178-555-0196,2003-07-29,Person,NULL
146,580,11145,NULL,Jasmine,L,Coleman,0,1979-12-08,S,NULL,F,jasmine46@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,1961 Oak Grove Road,NULL,857-555-0115,2003-07-29,Person,NULL
147,509,11146,NULL,Karla,L,Goel,0,1939-08-26,S,NULL,F,karla20@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,3272 Corrie Lane,NULL,1 (11) 500 555-0137,2003-08-09,Person,NULL
148,568,11147,NULL,Ernest,L,Wu,0,1939-02-05,M,NULL,M,ernest6@adventure-works.com,60000.00,2,0,Graduate Degree,Management,1,1,1832 RiverRock Dr,NULL,1 (11) 500 555-0139,2001-11-13,Person,NULL
149,478,11148,NULL,Ross,NULL,Vazquez,0,1941-08-16,M,NULL,M,ross32@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,1201 Paso Del Rio Way,NULL,1 (11) 500 555-0163,2003-09-08,Person,NULL
150,492,11149,NULL,Theodore,NULL,Gill,0,1941-04-20,M,NULL,M,theodore14@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,9120 Pinewood Court,NULL,1 (11) 500 555-0194,2003-12-06,Person,NULL
151,699,11150,NULL,Russell,M,Shen,0,1941-03-15,S,NULL,M,russell6@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,4755 Easley Drive,NULL,1 (11) 500 555-0191,2003-09-28,Person,NULL
152,558,11151,NULL,Melinda,G,Gill,0,1942-02-25,S,NULL,F,melinda9@adventure-works.com,60000.00,2,0,Graduate Degree,Management,0,1,805 Rainier Dr.,NULL,1 (11) 500 555-0117,2001-11-15,Person,NULL
153,537,11152,NULL,James,J,Williams,0,1976-01-10,S,NULL,M,james77@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,6827 Seagull Court,NULL,355-555-0153,2003-07-13,Person,NULL
154,678,11153,NULL,Angela,R,James,0,1976-06-23,M,NULL,F,angela34@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,NULL,847-555-0111,2003-09-30,Person,NULL
155,573,11154,NULL,Megan,G,Walker,0,1976-08-21,S,NULL,F,megan25@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,NULL,918-555-0186,2003-07-14,Person,NULL
156,443,11155,NULL,Hunter,J,Robinson,0,1976-01-26,S,NULL,M,hunter50@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,8356 Mori Court,NULL,891-555-0125,2003-07-10,Person,NULL
157,645,11156,NULL,Maria,NULL,Roberts,0,1976-02-07,S,NULL,F,maria47@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,NULL,158-555-0199,2003-07-12,Person,NULL
158,559,11157,NULL,Hannah,E,Long,0,1975-06-11,M,NULL,F,hannah32@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,1832 Preston Ct.,NULL,974-555-0177,2004-01-25,Person,NULL
159,690,11158,NULL,Jason,K,Wright,0,1975-10-08,S,NULL,M,jason46@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,6771 Bundros Court,NULL,694-555-0176,2003-07-23,Person,NULL
160,707,11159,NULL,Brianna,A,Hughes,0,1975-09-17,S,NULL,F,brianna57@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,NULL,319-555-0183,2004-03-11,Person,NULL
161,470,11160,NULL,Maurice,M,Tang,0,1974-01-08,S,NULL,M,maurice4@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,Space # 45,947-555-0172,2003-08-25,Person,NULL
162,470,11161,NULL,Emily,NULL,Wood,0,1974-04-22,S,NULL,F,emily27@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,NULL,184-555-0114,2003-12-03,Person,NULL
163,643,11162,NULL,Chase,NULL,Cox,0,1974-03-05,S,NULL,M,chase10@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,NULL,764-555-0116,2003-08-22,Person,NULL
164,552,11163,NULL,Gabriel,NULL,Wang,0,1974-12-20,M,NULL,M,gabriel21@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,8002 Crane Court,NULL,617-555-0150,2003-11-02,Person,NULL
165,560,11164,NULL,Devin,NULL,Brooks,0,1974-05-05,S,NULL,M,devin63@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,NULL,502-555-0138,2003-10-29,Person,NULL
166,520,11165,NULL,Jocelyn,NULL,Alexander,0,1973-07-18,M,NULL,F,jocelyn18@adventure-works.com,60000.00,0,0,Partial College,Skilled Manual,0,1,3376 Bank Way,NULL,354-555-0134,2003-11-26,Person,NULL
167,522,11166,NULL,Ashley,NULL,Martinez,0,1972-04-24,S,NULL,F,ashley18@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,NULL,131-555-0194,2004-04-16,Person,NULL
168,495,11167,NULL,Jasmine,J,Barnes,0,1972-08-01,S,NULL,F,jasmine43@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,9183 Via Del Sol,NULL,178-555-0156,2003-07-11,Person,NULL
169,520,11168,NULL,David,NULL,Rodriguez,0,1968-05-15,S,NULL,M,david83@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,38 Shangri-la Rd.,NULL,730-555-0128,2003-07-19,Person,NULL
170,619,11169,NULL,Bryce,NULL,Richardson,0,1968-06-22,M,NULL,M,bryce8@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,1841 Blackwood Drive,NULL,178-555-0176,2003-11-27,Person,NULL
171,597,11170,NULL,Carol,T,Howard,0,1968-02-05,M,NULL,F,carol5@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,6281 Edward Ave,NULL,845-555-0127,2004-02-27,Person,NULL
172,707,11171,NULL,Jonathan,E,Hill,0,1967-10-09,S,NULL,M,jonathan43@adventure-works.com,100000.00,1,0,Bachelors,Management,1,2,3731 Chinquapin Ct,NULL,134-555-0196,2002-02-20,Person,NULL
173,507,11172,NULL,Gabrielle,J,Adams,0,1967-11-21,M,NULL,F,gabrielle58@adventure-works.com,100000.00,1,0,Bachelors,Management,1,2,5621 Arcadia Pl.,NULL,403-555-0152,2003-11-04,Person,NULL
174,703,11173,NULL,Sarah,F,Thomas,0,1967-09-01,S,NULL,F,sarah13@adventure-works.com,110000.00,0,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,NULL,868-555-0188,2003-09-03,Person,NULL
175,653,11174,NULL,Nicholas,NULL,Robinson,0,1967-07-13,M,NULL,M,nicholas19@adventure-works.com,110000.00,0,1,Graduate Degree,Management,1,0,1318 Lasalle Street,NULL,949-555-0138,2004-01-14,Person,NULL
176,430,11175,NULL,Luis,NULL,Wang,0,1963-03-05,S,NULL,M,luis24@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,NULL,418-555-0127,2002-02-28,Person,NULL
177,490,11176,NULL,Mason,D,Roberts,0,1968-01-25,M,NULL,M,mason25@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,5753 Megan Dr.,NULL,539-555-0162,2003-08-06,Person,NULL
178,688,11177,NULL,Jose,M,Flores,0,1942-07-04,M,NULL,M,jose6@adventure-works.com,110000.00,2,4,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,NULL,157-555-0182,2003-09-30,Person,NULL
179,645,11178,NULL,Nathan,J,Johnson,0,1943-08-24,M,NULL,M,nathan55@adventure-works.com,100000.00,2,3,Graduate Degree,Management,1,3,8927 Daylight Place,NULL,117-555-0182,2003-08-25,Person,NULL
180,430,11179,NULL,Molly,E,Rodriguez,0,1943-06-14,M,NULL,F,molly18@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,5556 Riverland Dr.,NULL,135-555-0185,2003-09-13,Person,NULL
181,610,11180,NULL,April,NULL,Anand,0,1943-01-02,M,NULL,F,april18@adventure-works.com,160000.00,1,3,Bachelors,Management,1,4,3531 Brookview Drive,NULL,702-555-0144,2003-09-18,Person,NULL
182,653,11181,NULL,Devin,P,Martin,0,1943-08-08,M,NULL,M,devin13@adventure-works.com,170000.00,2,3,Graduate Degree,Management,1,2,1085 Greenbelt Way,Unit B-105,735-555-0197,2003-11-08,Person,NULL
183,694,11182,NULL,Stephanie,NULL,Torres,0,1944-08-25,S,NULL,F,stephanie19@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,6968 Mildred Ln.,NULL,567-555-0176,2004-02-29,Person,NULL
184,691,11183,NULL,Jasmine,W,Lee,0,1944-07-15,S,NULL,F,jasmine19@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,7502 Contuti Avenue,NULL,147-555-0199,2003-11-01,Person,NULL
185,470,11184,NULL,Meghan,NULL,Hernandez,0,1944-11-16,S,NULL,F,meghan3@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,5872 L St.,NULL,967-555-0188,2004-02-11,Person,NULL
186,511,11185,NULL,Ashley,NULL,Henderson,0,1944-10-08,S,NULL,F,ashley31@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,8834 San Jose Ave.,NULL,173-555-0121,2003-08-25,Person,NULL
187,527,11186,NULL,Sarah,C,Price,0,1944-05-21,S,NULL,F,sarah25@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,4815 Paraiso Ct.,NULL,180-555-0133,2004-04-20,Person,NULL
188,597,11187,NULL,Jennifer,S,Cooper,0,1944-02-22,M,NULL,F,jennifer63@adventure-works.com,60000.00,4,0,Graduate Degree,Management,1,2,2429 Longview Road,NULL,857-555-0111,2003-10-05,Person,NULL
189,690,11188,NULL,Catherine,NULL,Morris,0,1944-09-06,M,NULL,F,catherine16@adventure-works.com,60000.00,4,0,Graduate Degree,Management,0,2,6542 Stonewood Drive,NULL,795-555-0117,2004-05-04,Person,NULL
190,583,11189,NULL,Lawrence,W,Blanco,0,1944-07-15,S,NULL,M,lawrence14@adventure-works.com,60000.00,4,0,Graduate Degree,Management,1,2,7502 Contuti Avenue,NULL,656-555-0171,2002-02-26,Person,NULL
191,430,11190,NULL,Carson,NULL,Bryant,0,1944-06-22,M,NULL,M,carson17@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,2995 Youngsdale Dr.,NULL,240-555-0142,2004-02-29,Person,NULL
192,469,11191,NULL,Kristi,E,Perez,0,1945-12-18,S,NULL,F,kristi39@adventure-works.com,70000.00,5,0,Bachelors,Management,1,3,1769 Lislin Ct,NULL,123-555-0181,2002-02-11,Person,NULL
193,693,11192,NULL,James,C,Brown,0,1945-09-13,M,NULL,M,james79@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,673 Old Mountain View Dr.,NULL,725-555-0117,2003-12-25,Person,NULL
194,573,11193,NULL,Ian,A,Gray,0,1945-02-13,M,NULL,M,ian72@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,5941 Gill Dr.,NULL,596-555-0190,2003-08-29,Person,NULL
195,527,11194,NULL,Jacqueline,R,Price,0,1945-06-10,M,NULL,F,jacqueline0@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,872 Mark Twain Dr,NULL,266-555-0112,2003-09-14,Person,NULL
196,678,11195,NULL,Megan,NULL,Henderson,0,1946-02-10,M,NULL,F,megan55@adventure-works.com,60000.00,5,0,Bachelors,Management,1,3,8411 Mt. Olivet Place,NULL,560-555-0150,2003-10-16,Person,NULL
197,580,11196,NULL,Alfredo,NULL,Romero,0,1946-06-07,M,NULL,M,alfredo10@adventure-works.com,60000.00,5,0,Bachelors,Management,1,3,2499 Greendell Pl,NULL,342-555-0110,2003-09-04,Person,NULL
198,693,11197,NULL,Andrea,NULL,Morris,0,1946-06-18,M,NULL,F,andrea18@adventure-works.com,70000.00,3,1,Bachelors,Management,0,1,1883 Green View Court,NULL,715-555-0178,2003-11-03,Person,NULL
199,691,11198,NULL,Brooke,NULL,Sanders,0,1946-11-26,S,NULL,F,brooke3@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,5192 Dumbarton Drive,NULL,215-555-0156,2003-08-09,Person,NULL
200,445,11199,NULL,Jacqueline,NULL,Bennett,0,1946-11-06,M,NULL,F,jacqueline1@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,8948 Chinquapin Court,NULL,413-555-0174,2003-09-19,Person,NULL
201,701,11200,NULL,Jason,L,Griffin,0,1947-11-22,M,NULL,M,jason18@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,7239 Nicholas Drive,NULL,232-555-0160,2003-08-11,Person,NULL
202,547,11201,NULL,Amanda,NULL,Foster,0,1947-08-18,M,NULL,F,amanda37@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,3984 San Francisco,NULL,505-555-0159,2004-01-02,Person,NULL
203,645,11202,NULL,Alexia,L,Price,0,1947-08-26,M,NULL,F,alexia0@adventure-works.com,80000.00,5,0,Bachelors,Management,0,2,2079 Wellington Ct,NULL,552-555-0118,2004-03-18,Person,NULL
204,675,11203,NULL,Luis,D,Diaz,0,1948-08-21,M,NULL,M,luis21@adventure-works.com,40000.00,2,1,High School,Professional,1,2,3682 Diablo View Road,NULL,171-555-0126,2003-08-24,Person,NULL
205,580,11204,NULL,Destiny,C,Rivera,0,1948-06-01,M,NULL,F,destiny33@adventure-works.com,40000.00,2,1,High School,Professional,1,2,6965 Appalachian Drive,NULL,743-555-0111,2004-02-10,Person,NULL
206,597,11205,NULL,Abby,NULL,Fernandez,0,1948-07-24,M,NULL,F,abby13@adventure-works.com,40000.00,2,1,High School,Professional,1,2,8330 Glenside Court,NULL,134-555-0119,2004-01-28,Person,NULL
207,507,11206,NULL,Blake,NULL,Flores,0,1948-09-24,M,NULL,M,blake60@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,9410 Ferry St.,NULL,975-555-0163,2003-11-12,Person,NULL
208,678,11207,NULL,Danielle,NULL,Cox,0,1948-07-19,S,NULL,F,danielle12@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,2346 Wren Ave,NULL,396-555-0158,2003-08-04,Person,NULL
209,633,11208,NULL,Maria,NULL,Reed,0,1948-02-04,M,NULL,F,maria4@adventure-works.com,60000.00,2,1,Bachelors,Management,1,0,1413 Bridgeview St,NULL,156-555-0163,2003-09-05,Person,NULL
210,505,11209,NULL,Allison,NULL,Evans,0,1948-01-13,M,NULL,F,allison21@adventure-works.com,60000.00,2,1,Bachelors,Management,1,0,3515 Sutton Circle,NULL,988-555-0151,2003-09-26,Person,NULL
211,570,11210,NULL,Edward,J,Wood,0,1948-06-08,M,NULL,M,edward50@adventure-works.com,70000.00,4,1,Partial College,Professional,1,2,1039 Adelaide St.,NULL,229-555-0114,2003-11-07,Person,NULL
212,490,11211,NULL,Samantha,NULL,Russell,0,1949-10-12,M,NULL,F,samantha42@adventure-works.com,40000.00,2,1,High School,Professional,1,2,9256 Village Oaks Dr.,NULL,547-555-0121,2003-08-05,Person,NULL
213,511,11212,NULL,Chloe,NULL,Campbell,0,1949-11-05,M,NULL,F,chloe4@adventure-works.com,40000.00,2,1,High School,Professional,1,2,3562 East Ave.,# 4,205-555-0169,2003-08-03,Person,NULL
214,479,11213,NULL,Stephanie,B,Murphy,0,1949-05-14,S,NULL,F,stephanie11@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,5514 Grant Street,NULL,293-555-0151,2003-09-29,Person,NULL
215,660,11214,NULL,Charles,O,Miller,0,1949-11-07,S,NULL,M,charles9@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,2719 Little Dr,NULL,389-555-0115,2004-02-15,Person,NULL
216,682,11215,NULL,Ana,NULL,Perry,0,1950-06-21,M,NULL,F,ana7@adventure-works.com,40000.00,2,1,Partial High School,Skilled Manual,1,2,3114 Arlington Way,NULL,446-555-0134,2003-08-19,Person,NULL
217,536,11216,NULL,Jasmine,A,Torres,0,1950-05-20,S,NULL,F,jasmine32@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,8328 San Francisco,NULL,939-555-0130,2002-02-15,Person,NULL
218,536,11217,NULL,Natalie,P,Adams,0,1950-02-11,S,NULL,F,natalie58@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,6592 Bent Tree Lane,NULL,300-555-0150,2002-02-10,Person,NULL
219,559,11218,NULL,Olivia,NULL,Brown,0,1950-09-11,S,NULL,F,olivia4@adventure-works.com,60000.00,2,1,Partial College,Professional,0,2,3964 Stony Hill Circle,NULL,414-555-0147,2003-09-01,Person,NULL
220,573,11219,NULL,Charles,NULL,Cook,0,1950-12-02,M,NULL,M,charles69@adventure-works.com,60000.00,2,1,High School,Professional,1,2,6871 Bel Air Dr.,NULL,755-555-0111,2004-05-01,Person,NULL
221,469,11220,NULL,Erica,C,Huang,0,1950-02-23,M,NULL,F,erica5@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,9142 All Ways Drive,NULL,618-555-0157,2003-09-15,Person,NULL
222,645,11221,NULL,Nathan,NULL,Perry,0,1950-06-10,M,NULL,M,nathan3@adventure-works.com,70000.00,4,2,Partial College,Professional,1,1,9714 Nicholas Drive,NULL,271-555-0191,2003-10-09,Person,NULL
223,547,11222,NULL,Alexandra,NULL,Rivera,0,1950-08-17,M,NULL,F,alexandra11@adventure-works.com,80000.00,3,1,Bachelors,Management,1,1,4999 Corte Segunda,NULL,488-555-0143,2004-05-04,Person,NULL
224,499,11223,NULL,Hailey,I,Patterson,0,1951-09-16,S,NULL,F,hailey30@adventure-works.com,70000.00,2,1,High School,Professional,1,2,5045 Vancouver Way,# 133,480-555-0126,2003-08-02,Person,NULL
225,597,11224,NULL,Tiffany,J,Li,0,1951-09-06,S,NULL,F,tiffany3@adventure-works.com,70000.00,2,1,High School,Professional,1,2,6404 Del Mar Ave,NULL,197-555-0118,2002-02-07,Person,NULL
226,678,11225,NULL,Madison,D,Lee,0,1951-02-16,M,NULL,F,madison22@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,5927 Seaview Avenue,NULL,471-555-0142,2003-12-24,Person,NULL
227,703,11226,NULL,Sydney,T,Ross,0,1951-09-27,M,NULL,F,sydney26@adventure-works.com,60000.00,2,1,Partial College,Professional,1,1,5252 Santa Fe,NULL,219-555-0146,2003-08-25,Person,NULL
228,469,11227,NULL,Marshall,D,Chavez,0,1951-08-12,S,NULL,M,marshall35@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,9022 Estudillo Street,NULL,712-555-0116,2002-02-03,Person,NULL
229,625,11228,NULL,Ashley,R,Jones,0,1951-04-19,M,NULL,F,ashley3@adventure-works.com,60000.00,2,1,Partial College,Professional,1,2,7681 Willow Pass Road,NULL,996-555-0169,2004-04-27,Person,NULL
230,538,11229,NULL,Adrian,C,Stewart,0,1951-12-03,S,NULL,M,adrian21@adventure-works.com,70000.00,4,2,Partial College,Professional,1,1,6898 Shaw Rd.,NULL,812-555-0122,2004-01-28,Person,NULL
231,547,11230,NULL,Amber,NULL,Turner,0,1951-04-03,M,NULL,F,amber4@adventure-works.com,70000.00,4,2,Partial College,Professional,0,2,6345 Ridge Circle,NULL,155-555-0131,2004-01-17,Person,NULL
232,442,11231,NULL,Dennis,NULL,Zhang,0,1952-11-14,M,NULL,M,dennis1@adventure-works.com,60000.00,2,1,High School,Professional,1,2,3951 Calle Verde Drive,NULL,710-555-0134,2003-08-14,Person,NULL
